navigation_id,timestamp,planned_x,planned_y,executed_x,executed_y,path_error,accumulated_distance,instantaneous_velocity,elapsed_time
1,1734627087.599,1.522,-0.150,1.488,-0.091,0.068,0.697,0.147,7.157
1,1734627087.799,1.514,-0.130,1.518,-0.096,0.035,0.728,0.152,7.356
1,1734627087.999,1.539,-0.132,1.547,-0.100,0.033,0.757,0.147,7.556
1,1734627088.199,1.564,-0.134,1.566,-0.115,0.018,0.782,0.123,7.756
1,1734627088.399,1.589,-0.134,1.594,-0.117,0.017,0.810,0.145,7.956
1,1734627088.599,1.614,-0.133,1.625,-0.117,0.016,0.841,0.154,8.156
1,1734627088.799,1.663,-0.130,1.654,-0.117,0.013,0.870,0.146,8.356
1,1734627088.999,1.688,-0.131,1.685,-0.115,0.016,0.901,0.154,8.556
1,1734627089.198,1.713,-0.131,1.714,-0.112,0.018,0.930,0.143,8.756
1,1734627089.399,1.713,-0.131,1.720,-0.115,0.014,0.936,0.033,8.956
1,1734627089.598,1.737,-0.125,1.743,-0.111,0.012,0.960,0.117,9.156
1,1734627089.799,1.762,-0.118,1.767,-0.106,0.010,0.985,0.124,9.356
1,1734627089.998,1.785,-0.111,1.776,-0.104,0.010,0.994,0.046,9.556
1,1734627090.198,1.785,-0.111,1.776,-0.104,0.010,0.994,0.001,9.756
1,1734627090.398,1.785,-0.111,1.776,-0.104,0.010,0.994,0.001,9.956
1,1734627090.599,1.785,-0.111,1.776,-0.104,0.010,0.994,0.001,10.156
1,1734627090.799,1.785,-0.111,1.776,-0.104,0.010,0.994,0.000,10.356
1,1734627090.998,1.785,-0.111,1.776,-0.104,0.010,0.994,0.000,10.556
1,1734627091.198,1.785,-0.111,1.776,-0.104,0.010,0.994,0.000,10.756
1,1734627091.398,1.785,-0.111,1.776,-0.104,0.010,0.994,0.000,10.956
1,1734627091.599,1.785,-0.111,1.776,-0.104,0.010,0.994,0.000,11.156
1,1734627091.799,1.785,-0.111,1.776,-0.104,0.010,0.994,0.000,11.356
1,1734627091.999,1.785,-0.111,1.776,-0.104,0.010,0.994,0.000,11.556
1,1734627092.198,1.785,-0.111,1.776,-0.104,0.010,0.994,0.000,11.756
2,1734627092.400,1.780,-0.130,1.776,-0.104,0.026,0.000,0.000,0.096
2,1734627092.599,1.780,-0.130,1.778,-0.104,0.026,0.003,0.014,0.296
2,1734627092.799,1.821,-0.124,1.802,-0.098,0.028,0.027,0.123,0.496
2,1734627093.000,1.844,-0.114,1.830,-0.089,0.028,0.057,0.147,0.697
2,1734627093.199,1.844,-0.114,1.841,-0.096,0.018,0.069,0.062,0.896
2,1734627093.399,1.880,-0.080,1.869,-0.081,0.011,0.100,0.156,1.096
2,1734627093.599,1.907,-0.071,1.894,-0.066,0.009,0.130,0.148,1.296
2,1734627093.800,1.907,-0.071,1.902,-0.054,0.018,0.145,0.073,1.497
2,1734627093.999,1.930,-0.063,1.924,-0.035,0.028,0.174,0.145,1.696
2,1734627094.199,1.960,-0.028,1.947,-0.014,0.017,0.204,0.154,1.896
2,1734627094.399,1.980,0.020,1.967,0.007,0.018,0.234,0.145,2.096
2,1734627094.599,1.980,0.020,1.968,0.021,0.011,0.248,0.071,2.296
2,1734627094.800,1.980,0.020,1.985,0.045,0.011,0.277,0.145,2.497
2,1734627094.999,1.969,0.065,2.002,0.071,0.032,0.307,0.154,2.696
2,1734627095.199,1.971,0.090,2.016,0.096,0.045,0.336,0.145,2.896
2,1734627095.399,2.030,0.120,2.012,0.111,0.020,0.353,0.081,3.096
2,1734627095.599,2.030,0.120,2.024,0.140,0.000,0.384,0.157,3.296
2,1734627095.799,2.017,0.165,2.035,0.167,0.017,0.413,0.143,3.496
2,1734627095.999,2.014,0.190,2.045,0.197,0.031,0.444,0.159,3.696
2,1734627096.199,2.012,0.215,2.052,0.224,0.042,0.472,0.140,3.896
2,1734627096.399,2.009,0.240,2.052,0.248,0.044,0.496,0.119,4.096
2,1734627096.599,2.030,0.270,2.057,0.276,0.028,0.525,0.144,4.296
2,1734627096.800,2.015,0.316,2.062,0.307,0.041,0.556,0.154,4.497
2,1734627096.999,2.012,0.340,2.065,0.335,0.052,0.585,0.145,4.696
2,1734627097.199,2.009,0.365,2.067,0.366,0.058,0.616,0.155,4.896
2,1734627097.399,2.005,0.390,2.069,0.395,0.064,0.645,0.146,5.096
2,1734627097.599,2.080,0.420,2.070,0.426,0.005,0.676,0.154,5.296
2,1734627097.799,2.080,0.420,2.071,0.429,0.003,0.679,0.017,5.496
2,1734627097.999,2.063,0.447,2.072,0.460,0.011,0.710,0.155,5.696
2,1734627098.199,2.052,0.496,2.071,0.489,0.017,0.739,0.144,5.896
2,1734627098.399,2.046,0.520,2.070,0.520,0.024,0.770,0.154,6.096
2,1734627098.599,2.080,0.570,2.069,0.549,0.024,0.798,0.145,6.296
2,1734627098.799,2.080,0.570,2.067,0.579,0.007,0.829,0.154,6.496
2,1734627098.999,2.062,0.620,2.065,0.609,0.002,0.859,0.147,6.696
2,1734627099.199,2.057,0.644,2.063,0.639,0.005,0.889,0.152,6.896
2,1734627099.399,2.051,0.669,2.060,0.668,0.009,0.919,0.147,7.096
2,1734627099.599,2.063,0.719,2.051,0.703,0.016,0.955,0.181,7.296
2,1734627099.799,2.059,0.744,2.047,0.734,0.013,0.986,0.157,7.495
2,1734627099.999,2.055,0.769,2.044,0.762,0.013,1.014,0.141,7.696
2,1734627100.199,2.052,0.793,2.040,0.794,0.012,1.046,0.157,7.896
2,1734627100.399,2.048,0.818,2.036,0.822,0.011,1.074,0.143,8.095
2,1734627100.599,2.030,0.870,2.032,0.853,0.017,1.106,0.156,8.296
2,1734627100.799,2.030,0.870,2.029,0.882,0.000,1.135,0.147,8.495
2,1734627100.999,2.023,0.916,2.025,0.912,0.001,1.165,0.152,8.696
2,1734627101.199,2.022,0.941,2.021,0.941,0.001,1.195,0.147,8.895
2,1734627101.399,2.021,0.966,2.005,0.967,0.016,1.225,0.149,9.095
2,1734627101.599,2.030,1.020,2.001,0.995,0.038,1.253,0.144,9.295
2,1734627101.799,2.030,1.020,1.997,1.026,0.032,1.285,0.156,9.496
2,1734627101.999,2.022,1.066,1.992,1.055,0.031,1.314,0.144,9.695
2,1734627102.199,2.020,1.091,1.988,1.085,0.033,1.344,0.154,9.895
2,1734627102.399,2.018,1.116,1.984,1.114,0.035,1.373,0.146,10.095
2,1734627102.599,2.015,1.141,1.979,1.144,0.036,1.404,0.152,10.295
2,1734627102.799,1.980,1.170,1.975,1.173,0.004,1.433,0.147,10.495
2,1734627102.999,1.969,1.203,1.970,1.203,0.001,1.464,0.153,10.695
2,1734627103.199,1.967,1.228,1.963,1.215,0.005,1.478,0.071,10.895
2,1734627103.399,1.965,1.253,1.959,1.246,0.007,1.509,0.155,11.096
2,1734627103.599,1.963,1.278,1.955,1.275,0.008,1.538,0.145,11.295
2,1734627103.798,1.930,1.320,1.951,1.305,0.026,1.569,0.153,11.495
2,1734627103.999,1.930,1.320,1.948,1.334,0.018,1.598,0.146,11.695
2,1734627104.199,1.929,1.351,1.945,1.365,0.019,1.628,0.152,11.895
2,1734627104.398,1.915,1.399,1.942,1.396,0.025,1.660,0.159,12.095
2,1734627104.598,1.911,1.423,1.940,1.424,0.029,1.688,0.141,12.295
2,1734627104.798,1.930,1.420,1.938,1.456,0.030,1.720,0.158,12.495
2,1734627104.999,1.913,1.496,1.944,1.476,0.037,1.741,0.108,12.696
2,1734627105.198,1.915,1.521,1.943,1.507,0.029,1.772,0.154,12.895
2,1734627105.398,1.918,1.546,1.942,1.532,0.025,1.797,0.123,13.095
2,1734627105.598,1.918,1.546,1.941,1.550,0.023,1.815,0.092,13.295
2,1734627105.799,1.918,1.546,1.941,1.551,0.023,1.816,0.006,13.496
2,1734627105.998,1.918,1.546,1.941,1.551,0.023,1.816,0.001,13.695
2,1734627106.198,1.918,1.546,1.941,1.551,0.023,1.817,0.001,13.895
2,1734627106.399,1.918,1.546,1.941,1.551,0.023,1.817,0.001,14.095
2,1734627106.599,1.918,1.546,1.941,1.551,0.023,1.817,0.000,14.295
2,1734627106.798,1.918,1.546,1.941,1.551,0.023,1.817,0.000,14.495
3,1734627107.000,1.930,1.520,1.941,1.551,0.028,0.000,0.000,0.172
3,1734627107.199,1.909,1.547,1.941,1.557,0.031,0.006,0.031,0.371
3,1734627107.399,1.896,1.569,1.939,1.584,0.045,0.033,0.134,0.571
3,1734627107.599,1.896,1.569,1.935,1.612,0.058,0.062,0.143,0.771
3,1734627107.800,1.879,1.587,1.934,1.622,0.065,0.072,0.052,0.972
3,1734627107.999,1.930,1.670,1.925,1.650,0.020,0.101,0.144,1.171
3,1734627108.199,1.930,1.670,1.914,1.676,0.007,0.130,0.145,1.371
3,1734627108.399,1.892,1.669,1.900,1.693,0.024,0.151,0.107,1.571
3,1734627108.599,1.892,1.669,1.883,1.719,0.050,0.182,0.156,1.771
3,1734627108.799,1.867,1.669,1.867,1.742,0.072,0.210,0.139,1.971
3,1734627108.999,1.840,1.769,1.860,1.760,0.009,0.230,0.100,2.171
3,1734627109.199,1.840,1.769,1.839,1.781,0.012,0.259,0.145,2.372
3,1734627109.399,1.815,1.769,1.816,1.801,0.032,0.290,0.154,2.571
3,1734627109.599,1.790,1.768,1.793,1.819,0.050,0.319,0.147,2.771
3,1734627109.799,1.790,1.768,1.781,1.833,0.065,0.338,0.094,2.971
3,1734627109.999,1.751,1.821,1.756,1.848,0.027,0.367,0.145,3.171
3,1734627110.199,1.726,1.822,1.729,1.863,0.042,0.398,0.156,3.371
3,1734627110.399,1.701,1.822,1.703,1.875,0.053,0.427,0.145,3.571
3,1734627110.599,1.676,1.823,1.688,1.886,0.063,0.445,0.091,3.771
3,1734627110.799,1.651,1.824,1.661,1.895,0.071,0.474,0.144,3.971
3,1734627110.999,1.630,1.920,1.631,1.904,0.016,0.505,0.153,4.171
3,1734627111.199,1.603,1.920,1.603,1.911,0.009,0.534,0.146,4.371
3,1734627111.399,1.578,1.920,1.573,1.917,0.003,0.565,0.154,4.571
3,1734627111.599,1.553,1.920,1.553,1.924,0.004,0.586,0.106,4.771
3,1734627111.799,1.528,1.920,1.522,1.928,0.009,0.617,0.155,4.971
3,1734627111.999,1.530,1.920,1.493,1.932,0.039,0.646,0.146,5.171
3,1734627112.199,1.530,1.920,1.463,1.936,0.069,0.677,0.152,5.371
3,1734627112.399,1.428,1.848,1.432,1.940,0.092,0.708,0.156,5.571
3,1734627112.599,1.403,1.848,1.404,1.942,0.093,0.736,0.141,5.771
3,1734627112.799,1.378,1.850,1.372,1.943,0.093,0.768,0.158,5.971
3,1734627112.999,1.353,1.851,1.344,1.943,0.093,0.796,0.141,6.171
3,1734627113.199,1.380,1.920,1.312,1.942,0.072,0.828,0.159,6.371
3,1734627113.399,1.380,1.920,1.297,1.952,0.089,0.845,0.088,6.571
3,1734627113.599,1.278,1.844,1.266,1.950,0.107,0.876,0.155,6.771
3,1734627113.799,1.228,1.842,1.237,1.949,0.106,0.905,0.145,6.971
3,1734627113.999,1.203,1.842,1.207,1.946,0.104,0.936,0.152,7.171
3,1734627114.199,1.177,1.920,1.178,1.943,0.023,0.965,0.146,7.371
3,1734627114.399,1.152,1.919,1.147,1.939,0.020,0.996,0.154,7.571
3,1734627114.599,1.127,1.919,1.118,1.935,0.016,1.025,0.147,7.771
3,1734627114.799,1.077,1.918,1.088,1.931,0.013,1.056,0.153,7.971
3,1734627114.998,1.052,1.918,1.059,1.927,0.009,1.085,0.147,8.171
3,1734627115.199,1.030,1.920,1.057,1.936,0.032,1.094,0.044,8.371
3,1734627115.399,1.030,1.920,1.029,1.932,0.012,1.122,0.143,8.571
3,1734627115.598,1.001,1.919,0.998,1.928,0.009,1.153,0.154,8.771
3,1734627115.799,0.976,1.919,0.969,1.924,0.005,1.182,0.146,8.971
3,1734627115.998,0.951,1.918,0.939,1.920,0.001,1.213,0.153,9.171
3,1734627116.198,0.901,1.919,0.910,1.915,0.004,1.242,0.147,9.371
3,1734627116.399,0.876,1.918,0.880,1.910,0.008,1.273,0.152,9.571
3,1734627116.599,0.851,1.917,0.851,1.905,0.012,1.302,0.147,9.771
3,1734627116.799,0.826,1.916,0.821,1.900,0.016,1.333,0.151,9.971
3,1734627116.998,0.826,1.916,0.824,1.895,0.021,1.338,0.028,10.171
3,1734627117.198,0.780,1.870,0.796,1.889,0.025,1.366,0.142,10.371
3,1734627117.398,0.780,1.870,0.765,1.883,0.013,1.398,0.158,10.571
3,1734627117.598,0.730,1.870,0.738,1.877,0.007,1.426,0.141,10.771
3,1734627117.798,0.705,1.870,0.708,1.870,0.000,1.456,0.149,10.971
3,1734627117.998,0.680,1.870,0.685,1.865,0.005,1.480,0.118,11.171
3,1734627118.199,0.655,1.870,0.664,1.861,0.009,1.501,0.109,11.371
3,1734627118.398,0.655,1.870,0.661,1.860,0.010,1.504,0.014,11.571
3,1734627118.598,0.655,1.870,0.662,1.860,0.010,1.504,0.001,11.771
3,1734627118.798,0.655,1.870,0.662,1.860,0.010,1.504,0.000,11.971
3,1734627118.998,0.655,1.870,0.662,1.860,0.010,1.504,0.000,12.171
3,1734627119.198,0.655,1.870,0.662,1.860,0.010,1.504,0.000,12.371
3,1734627119.399,0.655,1.870,0.662,1.860,0.010,1.504,0.000,12.571
3,1734627119.598,0.655,1.870,0.662,1.860,0.010,1.504,0.000,12.771
3,1734627119.799,0.655,1.870,0.662,1.860,0.010,1.504,0.000,12.971
3,1734627119.999,0.655,1.870,0.662,1.860,0.010,1.504,0.000,13.171
3,1734627120.199,0.655,1.870,0.662,1.860,0.010,1.504,0.000,13.371
4,1734627120.399,0.645,1.855,0.662,1.860,0.002,0.000,0.000,0.095
4,1734627120.600,0.645,1.855,0.659,1.860,0.001,0.003,0.013,0.296
4,1734627120.799,0.645,1.855,0.636,1.854,0.003,0.027,0.121,0.496
4,1734627120.999,0.600,1.833,0.606,1.846,0.008,0.057,0.153,0.696
4,1734627121.199,0.580,1.819,0.578,1.836,0.016,0.087,0.150,0.895
4,1734627121.399,0.580,1.820,0.585,1.804,0.016,0.120,0.165,1.095
4,1734627121.599,0.552,1.801,0.557,1.789,0.013,0.152,0.160,1.295
4,1734627121.799,0.530,1.790,0.533,1.774,0.014,0.181,0.142,1.496
4,1734627121.999,0.491,1.758,0.507,1.757,0.011,0.212,0.157,1.696
4,1734627122.199,0.472,1.742,0.484,1.740,0.009,0.240,0.142,1.896
4,1734627122.399,0.480,1.720,0.476,1.715,0.002,0.267,0.134,2.095
4,1734627122.599,0.450,1.704,0.454,1.696,0.009,0.296,0.144,2.295
4,1734627122.799,0.427,1.693,0.431,1.675,0.017,0.327,0.155,2.495
4,1734627122.999,0.389,1.661,0.411,1.654,0.020,0.356,0.145,2.695
4,1734627123.199,0.371,1.643,0.390,1.631,0.022,0.387,0.155,2.895
4,1734627123.399,0.380,1.620,0.371,1.609,0.005,0.416,0.146,3.095
4,1734627123.599,0.380,1.620,0.368,1.597,0.014,0.429,0.064,3.295
4,1734627123.799,0.339,1.595,0.351,1.574,0.024,0.458,0.145,3.495
4,1734627123.999,0.301,1.563,0.333,1.548,0.033,0.489,0.154,3.696
4,1734627124.199,0.284,1.544,0.318,1.523,0.039,0.518,0.147,3.895
4,1734627124.399,0.268,1.526,0.303,1.496,0.046,0.549,0.152,4.095
4,1734627124.598,0.280,1.470,0.294,1.480,0.017,0.567,0.093,4.295
4,1734627124.798,0.280,1.470,0.281,1.452,0.011,0.598,0.155,4.495
4,1734627124.999,0.251,1.430,0.270,1.425,0.018,0.628,0.147,4.695
4,1734627125.198,0.243,1.406,0.259,1.396,0.018,0.658,0.153,4.895
4,1734627125.399,0.237,1.382,0.250,1.368,0.015,0.688,0.146,5.095
4,1734627125.598,0.227,1.332,0.242,1.339,0.015,0.718,0.154,5.295
4,1734627125.799,0.226,1.307,0.239,1.309,0.013,0.748,0.148,5.495
4,1734627125.999,0.224,1.282,0.235,1.285,0.011,0.773,0.124,5.695
4,1734627126.198,0.223,1.257,0.231,1.254,0.007,0.804,0.156,5.895
4,1734627126.399,0.222,1.232,0.228,1.226,0.005,0.832,0.142,6.095
4,1734627126.598,0.222,1.178,0.226,1.195,0.000,0.863,0.153,6.295
4,1734627126.798,0.222,1.178,0.225,1.172,0.003,0.886,0.117,6.495
4,1734627126.998,0.220,1.153,0.230,1.162,0.009,0.897,0.056,6.695
4,1734627127.198,0.220,1.153,0.230,1.162,0.009,0.897,0.000,6.895
4,1734627127.399,0.220,1.153,0.230,1.162,0.009,0.898,0.001,7.095
4,1734627127.598,0.220,1.153,0.230,1.162,0.009,0.898,0.001,7.295
4,1734627127.799,0.220,1.153,0.230,1.162,0.009,0.898,0.001,7.495
4,1734627127.998,0.220,1.153,0.230,1.163,0.009,0.898,0.000,7.695
4,1734627128.198,0.220,1.153,0.230,1.163,0.009,0.898,0.000,7.895
4,1734627128.398,0.220,1.153,0.230,1.163,0.009,0.898,0.000,8.095
4,1734627128.598,0.220,1.153,0.230,1.163,0.009,0.898,0.000,8.295
4,1734627128.799,0.220,1.153,0.230,1.163,0.009,0.898,0.000,8.495
4,1734627128.999,0.220,1.153,0.230,1.163,0.009,0.898,0.000,8.695
4,1734627129.198,0.220,1.153,0.230,1.163,0.009,0.898,0.000,8.895
4,1734627129.398,0.220,1.153,0.230,1.163,0.009,0.898,0.000,9.095
4,1734627129.599,0.220,1.153,0.230,1.163,0.009,0.898,0.000,9.295
4,1734627129.799,0.220,1.153,0.230,1.163,0.009,0.898,0.000,9.495
4,1734627129.998,0.220,1.153,0.230,1.163,0.009,0.898,0.000,9.695
4,1734627130.198,0.220,1.153,0.230,1.163,0.009,0.898,0.000,9.895
4,1734627130.398,0.220,1.153,0.230,1.163,0.009,0.898,0.000,10.095
4,1734627130.599,0.220,1.153,0.230,1.163,0.009,0.898,0.000,10.295
5,1734627130.801,0.230,1.170,0.230,1.163,0.007,0.000,0.000,0.027
5,1734627131.001,0.230,1.170,0.230,1.163,0.007,0.000,0.000,0.227
5,1734627131.201,0.230,1.170,0.230,1.163,0.007,0.000,0.000,0.427
5,1734627131.401,0.230,1.170,0.230,1.162,0.008,0.001,0.003,0.628
5,1734627131.601,0.230,1.170,0.230,1.162,0.008,0.001,0.001,0.827
5,1734627131.801,0.230,1.170,0.230,1.164,0.006,0.003,0.009,1.027
5,1734627132.000,0.230,1.170,0.226,1.186,0.017,0.025,0.114,1.227
5,1734627132.199,0.230,1.170,0.220,1.205,0.036,0.045,0.098,1.426
5,1734627132.400,0.230,1.170,0.215,1.223,0.056,0.064,0.097,1.626
5,1734627132.599,0.230,1.170,0.214,1.227,0.059,0.068,0.019,1.826
5,1734627132.799,0.230,1.170,0.224,1.240,0.070,0.085,0.084,2.026
5,1734627133.001,0.224,1.248,0.224,1.240,0.002,0.085,0.001,2.228
5,1734627133.201,0.224,1.248,0.227,1.243,0.002,0.090,0.022,2.427
5,1734627133.401,0.224,1.248,0.227,1.243,0.002,0.090,0.000,2.628
5,1734627133.601,0.224,1.248,0.231,1.247,0.007,0.095,0.028,2.827
5,1734627133.801,0.224,1.248,0.231,1.247,0.006,0.095,0.001,3.028
5,1734627134.001,0.230,1.270,0.234,1.251,0.019,0.100,0.024,3.228
5,1734627134.201,0.230,1.270,0.226,1.240,0.031,0.114,0.068,3.427
5,1734627134.401,0.230,1.270,0.215,1.223,0.050,0.134,0.103,3.627
5,1734627134.601,0.230,1.270,0.204,1.206,0.069,0.154,0.098,3.828
5,1734627134.801,0.230,1.270,0.192,1.190,0.089,0.174,0.102,4.028
5,1734627134.999,0.180,1.170,0.181,1.174,0.004,0.194,0.097,4.226
5,1734627135.199,0.180,1.170,0.180,1.171,0.001,0.197,0.014,4.426
5,1734627135.399,0.180,1.170,0.180,1.171,0.001,0.197,0.000,4.626
5,1734627135.599,0.180,1.170,0.180,1.171,0.001,0.197,0.000,4.826
5,1734627135.800,0.180,1.170,0.188,1.183,0.015,0.211,0.073,5.027
5,1734627136.001,0.180,1.220,0.199,1.200,0.027,0.231,0.098,5.228
5,1734627136.202,0.180,1.220,0.209,1.215,0.029,0.249,0.092,5.428
5,1734627136.401,0.180,1.220,0.211,1.218,0.031,0.253,0.018,5.627
5,1734627136.601,0.180,1.220,0.220,1.214,0.040,0.263,0.049,5.828
5,1734627136.801,0.180,1.220,0.220,1.214,0.040,0.263,0.000,6.027
5,1734627137.002,0.230,1.220,0.221,1.209,0.015,0.268,0.026,6.228
5,1734627137.201,0.230,1.220,0.221,1.209,0.015,0.268,0.000,6.427
5,1734627137.401,0.230,1.220,0.220,1.200,0.023,0.277,0.045,6.627
5,1734627137.601,0.230,1.220,0.220,1.199,0.023,0.277,0.001,6.828
5,1734627137.801,0.230,1.220,0.220,1.199,0.023,0.278,0.003,7.027
5,1734627137.999,0.181,1.195,0.206,1.197,0.025,0.292,0.070,7.226
5,1734627138.199,0.181,1.195,0.178,1.186,0.003,0.322,0.151,7.426
5,1734627138.399,0.181,1.195,0.158,1.183,0.023,0.342,0.098,7.626
5,1734627138.599,0.181,1.170,0.138,1.180,0.043,0.362,0.103,7.826
5,1734627138.799,0.181,1.170,0.124,1.178,0.057,0.376,0.068,8.026
5,1734627138.999,0.181,1.170,0.124,1.178,0.057,0.376,0.003,8.226
5,1734627139.201,0.130,1.170,0.124,1.178,0.004,0.376,0.000,8.428
5,1734627139.401,0.130,1.170,0.123,1.178,0.004,0.377,0.002,8.627
5,1734627139.601,0.130,1.170,0.123,1.178,0.005,0.377,0.002,8.827
5,1734627139.801,0.130,1.170,0.123,1.178,0.005,0.377,0.001,9.028
5,1734627140.001,0.130,1.170,0.123,1.178,0.005,0.378,0.001,9.227
5,1734627140.201,0.130,1.170,0.123,1.178,0.005,0.378,0.001,9.428
5,1734627140.401,0.130,1.170,0.128,1.167,0.004,0.389,0.059,9.628
5,1734627140.602,0.130,1.170,0.118,1.169,0.012,0.399,0.047,9.828
5,1734627140.801,0.130,1.170,0.103,1.173,0.026,0.415,0.083,10.028
5,1734627141.001,0.130,1.170,0.094,1.177,0.033,0.424,0.045,10.228
5,1734627141.199,0.080,1.170,0.080,1.185,0.015,0.441,0.083,10.426
5,1734627141.399,0.080,1.170,0.078,1.187,0.017,0.443,0.012,10.626
5,1734627141.600,0.080,1.170,0.078,1.186,0.017,0.444,0.001,10.826
5,1734627141.799,0.080,1.170,0.078,1.186,0.016,0.444,0.002,11.026
5,1734627141.999,0.080,1.170,0.078,1.186,0.016,0.444,0.001,11.226
5,1734627142.201,0.080,1.170,0.078,1.186,0.002,0.444,0.000,11.427
5,1734627142.401,0.080,1.170,0.078,1.186,0.002,0.444,0.000,11.627
5,1734627142.602,0.080,1.170,0.087,1.175,0.007,0.458,0.070,11.828
5,1734627142.801,0.080,1.170,0.086,1.175,0.007,0.458,0.001,12.027
5,1734627143.001,0.080,1.170,0.085,1.175,0.006,0.460,0.008,12.227
5,1734627143.201,0.080,1.170,0.080,1.176,0.002,0.465,0.024,12.428
5,1734627143.401,0.080,1.170,0.075,1.177,0.002,0.470,0.026,12.628
5,1734627143.601,0.080,1.170,0.062,1.180,0.013,0.483,0.065,12.827
5,1734627143.801,0.070,1.202,0.057,1.183,0.017,0.489,0.029,13.028
5,1734627144.001,0.070,1.202,0.039,1.191,0.032,0.508,0.097,13.227
5,1734627144.201,0.030,1.220,0.018,1.209,0.016,0.536,0.141,13.428
5,1734627144.401,0.030,1.220,0.001,1.227,0.030,0.561,0.123,13.627
5,1734627144.601,0.030,1.220,0.012,1.218,0.018,0.575,0.072,13.828
5,1734627144.801,0.030,1.220,0.025,1.203,0.017,0.595,0.097,14.027
5,1734627145.002,0.030,1.220,0.038,1.189,0.032,0.614,0.098,14.228
5,1734627145.204,0.030,1.170,0.040,1.185,0.002,0.618,0.020,14.431
5,1734627145.402,0.030,1.170,0.041,1.185,0.002,0.619,0.001,14.628
5,1734627145.601,0.030,1.170,0.039,1.168,0.008,0.636,0.087,14.828
5,1734627145.801,0.030,1.170,0.038,1.168,0.008,0.636,0.000,15.028
5,1734627146.001,0.030,1.170,0.041,1.158,0.016,0.646,0.049,15.228
5,1734627146.201,0.030,1.170,0.041,1.158,0.016,0.646,0.001,15.428
5,1734627146.401,0.030,1.170,0.040,1.157,0.017,0.648,0.009,15.627
5,1734627146.601,0.030,1.170,0.040,1.158,0.016,0.649,0.003,15.827
5,1734627146.801,0.030,1.170,0.042,1.171,0.009,0.662,0.069,16.027
5,1734627147.001,0.063,1.210,0.046,1.191,0.001,0.683,0.103,16.228
5,1734627147.201,0.063,1.210,0.050,1.210,0.011,0.702,0.097,16.428
5,1734627147.401,0.060,1.224,0.053,1.231,0.007,0.723,0.102,16.628
5,1734627147.601,0.060,1.224,0.056,1.249,0.022,0.741,0.092,16.828
